 ,а,б,в,г,д,е,ж,з,и,й,к,л,м,н,о,п,р,с,т,у,ф,х,ц,ч,ш,щ,ъ,ы,ь,э,ю,я
1,3.7739399999999996,4.977290000000001,4.9648,4.265759999999999,3.788760000000001,3.89977,5.492179999999999,4.399239999999999,4.449600000000001,5.68172,6.01529,5.82429,7.811240000000001,5.7570500000000004,5.55103,9.061130000000002,5.62158,5.83677,6.15974,4.301380000000001,6.2369,5.42741,3.61641,4.898000000000001,5.1080700000000006,4.07618,4.845840000000001,3.66909,4.266160000000001,5.33709,4.28402,4.76452
2,5.714720000000001,4.38243,4.18934,3.762620000000001,4.305390000000001,5.825729999999998,4.132860000000001,4.0006200000000005,5.31104,5.661650000000001,6.05126,6.41318,5.272609999999999,5.46673,9.290160000000002,5.3357800000000015,5.456689999999999,6.31009,5.47549,5.8681800000000015,5.129259999999999,4.3361399999999986,4.37302,5.817749999999999,4.93124,4.007849999999999,4.202329999999999,5.09641,5.709959999999999,4.1564499999999995,4.160359999999999,4.014909999999999
3,3.9283199999999994,4.232350000000001,3.885510000000001,5.325169999999998,4.06651,3.72529,3.6332799999999996,4.46323,5.1582099999999995,4.3959199999999985,4.22804,4.924490000000001,6.13782,5.8100700000000005,6.16305,5.502899999999998,6.740700000000001,8.447250000000002,5.4717199999999995,5.875509999999999,6.0976799999999995,5.699679999999998,5.9537900000000015,5.42314,4.12447,5.026179999999999,5.915039999999999,4.8853100000000005,4.227139999999999,4.181229999999999,5.489760000000001,5.023490000000001
4,4.20007,4.493109999999999,5.511920000000001,4.29596,4.29765,5.174369999999998,6.1583000000000006,5.79795,6.3804,5.570810000000001,5.95803,8.92173,5.299590000000001,5.813790000000001,6.022570000000001,5.18123,6.130910000000001,4.63428,3.9507399999999993,4.77135,5.180249999999999,4.551799999999998,4.2802999999999995,3.9714899999999997,5.11554,5.05855,4.321020000000001,4.38571,4.07894,5.95635,4.525939999999999,4.171600000000001
5,5.5711200000000005,6.18575,6.932280000000001,5.75596,5.750629999999999,9.512750000000002,5.142250000000001,5.72294,6.54385,5.755400000000001,5.58034,5.658859999999999,4.239860000000001,4.6812200000000015,5.5188799999999985,4.979199999999999,4.033939999999999,4.386299999999999,4.970880000000001,5.809729999999999,3.502179999999999,3.9962999999999993,3.9874200000000006,4.894809999999998,4.249750000000001,3.9107600000000002,3.6904500000000007,3.78344,5.75557,3.82258,4.0314700000000006,5.805379999999999
6,5.850739999999999,6.697330000000001,6.11503,6.010280000000001,8.90028,4.9994299999999985,5.480029999999999,5.960590000000001,4.7941899999999995,6.098459999999999,4.52959,3.6145099999999997,4.7421700000000016,5.066150000000001,4.0204699999999995,3.89675,4.07982,4.9541699999999995,5.729760000000001,3.8515599999999997,4.34947,4.432329999999999,5.677169999999999,4.38304,4.89156,4.1851,4.64506,5.934419999999998,4.242630000000001,4.08901,5.466629999999999,6.47452
7,4.2142100000000005,4.1923900000000005,3.881639999999999,4.3688899999999995,5.70247,3.5693200000000007,4.22731,5.927480000000002,5.0429900000000005,5.6642,6.959779999999999,5.412629999999999,6.40889,9.376569999999997,5.276969999999999,6.128390000000001,7.485660000000002,4.973680000000002,5.985810000000002,5.450060000000001,3.8756399999999998,5.086640000000001,5.338480000000001,4.648749999999999,4.02807,4.340069999999998,5.03798,4.37103,3.6684199999999993,4.26729,4.27785,4.972689999999999
8,4.20178,4.08646,4.983129999999999,5.72012,5.71987,6.029680000000001,5.327699999999999,5.7640899999999995,8.766070000000001,4.8573,5.73559,5.8951400000000005,5.18822,6.082030000000002,4.96639,4.06102,4.9714300000000025,5.57302,4.35724,4.59108,4.367290000000001,5.038709999999999,5.53352,4.205839999999999,4.728020000000001,4.23168,6.00137,4.64074,4.406460000000001,4.09161,4.83391,5.205740000000001
9,5.859359999999999,4.169100000000001,4.344860000000001,5.496739999999999,5.8670800000000005,5.4811700000000005,7.1665600000000005,5.473,6.136070000000001,8.200120000000002,5.68074,5.7710500000000025,5.8503099999999995,5.161780000000001,6.70232,4.70546,4.279520000000002,4.29114,4.852989999999999,4.227679999999999,4.707059999999999,3.9188099999999992,4.846119999999999,5.247879999999999,4.313269999999999,4.14919,4.19583,5.13442,4.812109999999999,4.881969999999999,4.0915300000000006,4.14701
10,5.92799,6.1371400000000005,5.463219999999999,6.102130000000001,9.518770000000002,4.909619999999999,5.59204,6.4718800000000005,5.391089999999999,5.52963,5.646199999999999,4.1898100000000005,4.812759999999999,5.960740000000002,4.87226,4.05796,4.524470000000001,5.357270000000002,6.073269999999998,4.29155,4.159420000000001,4.02289,5.8414899999999985,3.823799999999999,3.5900499999999993,4.1295,4.16222,5.125549999999999,4.439629999999999,3.747890000000001,4.6465000000000005,5.64351
11,5.736440000000001,4.30406,3.50285,3.82076,4.518710000000001,4.5644399999999985,4.28639,3.64959,5.370760000000001,5.6745199999999985,5.78354,6.47154,5.388109999999999,6.593729999999999,8.744970000000002,5.39713,4.891990000000001,6.330420000000001,5.58143,5.350739999999999,5.099410000000001,4.28882,5.204949999999999,5.286450000000001,4.8922300000000005,4.09625,4.05327,6.149019999999999,5.48034,4.637749999999999,4.59695,4.4146899999999984
12,4.042190000000001,5.442700000000002,5.13675,5.331799999999999,6.47477,4.896930000000001,5.670400000000001,8.805539999999999,5.47522,5.856409999999999,7.02633,5.469340000000001,6.034710000000001,5.38255,4.27883,5.05663,5.52723,5.047019999999999,4.32578,4.08253,5.544490000000003,4.88445,3.80563,4.334840000000001,4.30666,5.034189999999999,5.05827,4.18078,3.785830000000001,4.487369999999999,5.6836,3.6924799999999993
13,5.17616,4.66257,4.06016,4.031999999999999,4.725000000000001,5.24654,4.488929999999998,3.8671799999999994,5.536769999999999,5.9517,5.802979999999999,6.74359,5.909480000000001,5.72509,9.022499999999999,5.3319100000000015,5.415670000000002,6.4928300000000005,5.54652,5.6565900000000005,5.42884,3.8947499999999993,4.829090000000001,5.80559,4.148090000000001,4.362499999999999,3.9322,4.97958,5.35995,3.9766999999999997,4.13226,3.9185299999999996
14,4.709029999999999,4.22552,5.94129,4.347620000000002,4.201390000000001,3.8656900000000007,4.1427,5.36711,4.2714,4.055610000000001,5.513780000000001,5.2384,5.68749,6.84527,5.2748,5.61627,9.310850000000004,4.810710000000001,5.79948,6.4538400000000005,5.08571,5.510900000000001,5.743040000000001,4.18586,4.566050000000001,5.72218,4.429209999999999,4.174609999999999,4.35049,4.82745,5.4435400000000005,4.44496
15,4.192270000000001,5.322500000000001,4.303260000000001,3.9813300000000003,4.0721799999999995,4.85556,5.33023,4.470940000000001,4.375309999999999,5.690099999999999,5.7717300000000025,6.055490000000001,6.715129999999999,5.123150000000001,6.185860000000001,9.095440000000002,4.863920000000001,5.584090000000001,6.77215,5.272600000000001,5.566020000000001,5.647649999999997,3.59093,5.020240000000001,5.4775,4.486649999999999,4.15992,3.9891699999999997,5.079440000000001,5.1042700000000005,4.000669999999999,4.006550000000001
16,5.704529999999999,3.6377699999999997,3.6259699999999997,4.30756,4.21076,5.07172,4.25373,4.378730000000001,5.264840000000001,6.28003,5.30036,6.868759999999999,6.18747,5.984720000000001,9.516040000000002,5.41145,5.89356,6.437600000000002,5.983429999999999,5.4297699999999995,5.44252,4.5101700000000005,4.882369999999999,5.243919999999999,4.07976,4.2181,4.1102300000000005,4.84238,5.100849999999999,3.8674299999999997,4.531570000000001,3.5841499999999997
17,3.8917800000000002,3.99812,4.30652,5.452199999999999,4.395090000000001,4.56452,3.9481100000000007,4.159400000000001,5.493690000000001,4.08825,4.1942900000000005,5.430899999999999,5.67061,5.9560900000000006,7.377120000000002,5.23709,6.088059999999999,9.315490000000002,5.275400000000001,5.58164,6.92053,5.09091,5.516510000000001,5.66959,4.00268,4.291050000000001,5.50849,4.527769999999999,4.09854,3.950969999999999,4.72475,5.436089999999999
18,4.13827,4.297059999999999,5.699729999999999,4.453790000000001,3.4093100000000005,5.160259999999999,5.943729999999999,5.335829999999999,6.48566,5.94721,5.69386,9.281129999999997,5.29394,5.09078,6.0729,4.95927,5.51046,4.741039999999999,3.8073900000000003,4.442660000000001,5.147229999999999,4.692419999999999,3.7688399999999986,4.198030000000001,4.99449,6.162349999999999,4.65756,4.65625,4.98182,6.0072600000000005,4.27794,4.85378
19,5.125389999999999,5.2999,6.581810000000001,5.4216999999999995,6.47884,8.674580000000004,4.99332,5.952470000000002,7.15698,4.7631499999999996,5.763780000000002,5.33918,4.102169999999999,4.76186,5.660040000000002,3.8362700000000003,4.185709999999999,4.755059999999999,4.7975200000000005,4.530749999999999,4.57155,4.566389999999999,4.8056,5.133970000000001,4.268130000000001,4.41694,3.8693700000000004,4.94961,5.06428,4.091860000000001,4.369940000000001,5.87413
20,5.493820000000001,7.344359999999999,5.431879999999999,5.2293,9.686119999999999,5.17632,5.25132,6.713419999999999,5.601659999999999,5.657510000000001,5.452280000000002,4.46168,4.58646,5.13397,4.851629999999998,3.9236999999999993,4.007709999999999,4.863239999999999,5.35551,3.592129999999999,4.347359999999999,3.650539999999999,5.46694,4.491250000000001,4.57395,4.201410000000001,4.44503,6.134329999999999,3.95755,3.9569,5.769900000000002,5.353069999999999
21,4.0865599999999995,3.96131,3.50585,4.016099999999999,5.440029999999999,3.622490000000001,4.28631,5.91386,5.356870000000001,5.927770000000001,6.910600000000001,5.869460000000001,5.522400000000001,9.14544,5.366890000000001,5.76423,6.16183,5.773820000000001,4.86638,5.49755,4.345710000000001,4.8588700000000005,5.22475,5.16766,4.60586,4.470189999999999,5.125330000000002,5.27673,3.7631500000000004,4.6444600000000005,3.9854899999999986,4.76023
22,4.01465,3.60772,4.857260000000001,5.59282,5.270289999999998,6.109889999999999,4.92564,6.12798,8.693879999999998,5.296280000000001,5.61859,6.614749999999999,5.66146,5.39285,5.424359999999998,4.237390000000001,4.27632,6.0142299999999995,4.724130000000001,4.023539999999999,4.393179999999997,5.606630000000001,5.55025,4.20081,4.2035599999999995,4.824459999999998,5.728879999999998,4.47894,4.34993,3.8021400000000005,4.30197,5.2994
23,5.5657,4.40259,3.9536299999999995,5.707699999999999,5.964410000000001,5.974590000000001,6.592039999999999,5.618419999999999,5.755250000000001,9.214990000000002,4.888860000000001,5.408,6.4352399999999985,4.95043,6.068330000000002,5.26129,3.97018,5.274300000000002,5.520359999999999,4.971229999999999,4.097589999999999,4.22204,5.31184,5.212140000000001,3.8625099999999994,4.16953,3.781,5.404539999999999,3.9439100000000002,3.8150700000000004,3.79881,4.107659999999999
24,5.0913900000000005,6.255440000000001,5.4575,6.1894,9.02088,5.247069999999999,5.960939999999999,6.51045,5.15009,5.694320000000003,5.09572,4.19484,5.28792,5.28809,4.43126,4.50896,4.331119999999999,5.43817,5.55153,4.33539,4.969219999999999,4.652419999999999,5.565990000000001,3.876099999999999,4.00669,3.7884100000000003,4.268509999999999,4.988250000000001,3.8494999999999995,3.7606899999999994,5.1028699999999985,5.35505
25,4.884670000000001,4.466709999999999,4.12739,3.897379999999999,4.53037,5.53613,4.3047699999999995,4.65902,5.978039999999999,5.448340000000001,6.143410000000001,6.588129999999998,5.225530000000001,5.99973,8.542950000000005,4.679639999999998,6.062710000000003,6.1173,5.41459,5.959179999999999,5.55134,4.43125,4.810510000000002,5.2779300000000005,4.811289999999999,3.9790500000000004,4.333279999999999,4.86801,4.71323,3.663979999999999,4.2804400000000005,3.9378800000000003
26,3.86998,5.76856,6.30102,5.658550000000001,5.972840000000001,5.848979999999999,6.35222,8.922760000000002,5.13811,5.2273000000000005,6.576140000000001,5.371939999999999,5.0567199999999985,4.772710000000001,3.5948700000000002,5.0451,4.850459999999999,3.654339999999999,3.82068,3.9526900000000005,5.2664599999999995,5.51011,4.16676,4.51529,4.991059999999998,6.348679999999999,4.054009999999999,3.8313099999999993,4.54066,4.556509999999999,4.957669999999999,4.729690000000001
27,5.423230000000001,4.7083,4.60803,4.459810000000001,4.812319999999999,6.061060000000001,4.49841,5.071,5.42541,5.86655,5.621830000000001,7.076610000000001,5.20992,5.330250000000001,8.967550000000001,4.763699999999999,5.78643,6.141,5.122230000000001,5.79064,5.4546399999999995,4.04497,4.50601,5.296309999999999,3.960419999999999,4.2580800000000005,3.8514200000000005,4.02711,5.220859999999997,3.79553,4.290160000000002,3.7743899999999995
28,4.2401599999999995,4.725529999999999,5.25897,4.19379,3.8790400000000003,3.47037,4.0195,4.597040000000001,4.0435,3.38228,5.118569999999999,5.48377,5.535780000000002,5.7978900000000015,5.783919999999999,6.164270000000001,8.45962,6.017639999999998,5.991430000000001,6.828669999999999,5.3993600000000015,6.420240000000001,4.85278,4.12685,5.6304300000000005,5.20043,4.72834,4.67657,4.39566,5.251210000000001,5.61294,3.9376300000000004
29,3.66094,5.075859999999999,4.427170000000001,3.9116999999999993,3.95825,3.9705699999999995,6.2582,4.013089999999999,4.161690000000001,5.677729999999998,5.732750000000001,5.97107,7.070030000000001,5.1980900000000005,5.859550000000001,9.84463,4.701900000000001,5.642330000000001,6.529410000000002,5.10874,6.36068,5.734979999999998,3.613080000000001,4.821910000000003,5.692810000000001,4.527459999999999,3.9227899999999996,3.908430000000001,4.76873,5.529289999999998,3.7473300000000003,3.822989999999999
30,5.25797,4.5522100000000005,4.37957,4.13686,4.2733099999999995,5.52858,3.8376599999999996,4.04044,5.083920000000001,5.29375,5.30356,6.292440000000001,5.72779,5.785730000000001,9.04773,5.28236,5.980089999999999,6.9221699999999995,5.28576,5.55955,5.33741,4.190000000000001,4.416040000000001,5.7071799999999975,4.526330000000001,4.00804,4.70191,4.6773299999999995,5.17183,3.9321699999999993,4.427990000000002,4.5565
31,3.5087199999999994,4.11849,4.015280000000001,4.947849999999999,4.47326,3.3818700000000006,4.093570000000001,5.0644100000000005,5.39204,4.20242,4.293349999999999,5.84384,5.525400000000001,6.02582,6.07599,5.588290000000002,5.74483,9.255790000000003,4.622440000000001,5.518760000000002,6.88272,5.351669999999999,5.30295,5.7546300000000015,3.78297,5.72385,5.704139999999999,4.54681,4.03187,4.27813,5.29561,4.876409999999999
32,3.67784,4.18992,4.90474,3.9190600000000004,3.819000000000001,5.48471,5.4433500000000015,5.225920000000001,6.734700000000001,5.57346,6.0366100000000005,9.130210000000002,5.763550000000001,5.614910000000002,7.094260000000002,5.4515,5.626190000000001,5.36592,4.29011,4.641310000000002,5.55541,4.515460000000001,4.0449,4.61417,4.92083,4.981170000000001,4.2445699999999995,4.31388,4.5086499999999985,5.398060000000001,4.18286,3.95695
33,5.388909999999998,5.581969999999999,6.879150000000001,5.642410000000001,6.287230000000002,9.665950000000002,5.19713,5.4699800000000005,6.33602,4.98125,5.59141,5.29978,3.728760000000001,4.223510000000001,5.8178399999999995,4.26663,4.119790000000001,4.37185,5.162699999999999,6.284080000000001,4.540389999999999,4.63971,4.38667,5.304140000000001,4.490249999999999,4.16794,3.6194500000000005,4.18957,5.29834,3.6625,3.8124000000000007,4.81647
34,6.088030000000001,7.827209999999999,5.1724000000000006,5.914619999999998,8.839559999999999,5.229199999999999,5.866910000000002,6.49163,4.90151,5.877610000000001,5.88582,4.25784,4.94824,5.40036,4.788850000000001,4.3286500000000006,4.04761,4.79732,4.9060299999999994,4.05257,4.242289999999999,3.6105999999999994,5.000659999999999,4.17957,4.47485,3.2778900000000006,4.11704,5.3525399999999985,3.870609999999999,4.27315,5.799590000000001,5.4034200000000014
35,4.05507,3.7168700000000006,3.5813400000000004,4.23408,5.396610000000001,4.20096,3.77806,5.321180000000001,5.024679999999999,5.066669999999999,6.6145700000000005,5.10015,5.85865,8.73304,5.229050000000002,5.725849999999999,6.271710000000001,5.32323,5.731020000000002,5.95055,4.2557100000000005,5.509999999999999,5.841530000000001,5.164430000000002,4.772339999999999,4.258209999999999,5.643680000000002,5.0833,4.41216,4.8308500000000025,3.6168699999999996,4.921759999999999
36,4.3578,4.215050000000001,6.164069999999999,6.132830000000001,6.092440000000002,6.6702200000000005,5.391749999999999,6.131639999999999,8.962840000000002,4.758840000000001,5.461149999999998,6.31565,5.515369999999999,5.5213100000000015,5.14181,3.8271499999999996,5.11982,5.40922,4.241409999999999,4.216779999999999,4.03458,5.19022,5.194440000000001,3.78802,4.1150899999999995,4.10468,5.482089999999999,3.9896199999999995,3.9542099999999993,3.75735,4.676779999999999,5.289949999999999
37,5.31143,4.1812499999999995,4.40411,5.60842,5.362280000000001,5.920800000000001,7.504719999999999,5.53815,5.83888,9.202940000000002,5.90056,5.2923,6.431040000000002,5.779979999999999,5.150120000000001,5.80287,4.290750000000001,4.635999999999998,5.603479999999999,4.65395,4.0698300000000005,3.72879,4.93566,5.1392,4.21649,4.1341600000000005,3.29986,4.825700000000001,4.514639999999999,3.87659,3.2492,4.820029999999997
38,5.84405,6.44823,5.74549,5.924010000000001,7.998229999999998,4.700690000000001,5.607640000000002,5.596889999999999,5.197290000000001,6.025329999999999,4.9732899999999995,4.1062199999999995,5.321880000000002,5.67081,4.3959600000000005,5.06629,4.31725,5.137240000000001,5.80713,3.79224,4.302239999999999,4.16147,5.15247,4.223210000000001,4.06027,4.00701,4.093610000000001,5.459330000000001,4.23787,4.1121300000000005,5.321940000000001,6.416469999999999
39,5.122160000000001,4.26091,4.221779999999999,3.83983,4.0233,5.089989999999999,4.035909999999999,3.8260299999999994,5.29966,5.215870000000001,5.82763,7.05208,5.589349999999999,5.93587,9.044019999999998,5.280799999999999,5.733369999999999,7.093730000000002,4.8735300000000015,6.213410000000001,5.5809099999999985,4.33124,4.85335,5.45131,4.682440000000001,4.204949999999999,4.380950000000001,4.6777500000000005,5.373600000000002,3.9323099999999998,4.116909999999999,4.05923
40,3.9081100000000006,4.983829999999998,5.482310000000002,5.757129999999999,6.84526,5.4375,5.753619999999999,9.054969999999999,5.34487,5.186499999999998,6.74839,5.08786,5.322980000000001,5.908330000000001,3.9038000000000004,4.682719999999999,5.831169999999999,4.636939999999998,4.2814499999999995,4.4832,5.004680000000001,5.438619999999999,4.55015,4.385199999999999,3.982449999999999,5.40502,4.525110000000001,3.8963699999999992,4.02696,4.231070000000001,4.954000000000001,4.183610000000001
41,4.9465900000000005,4.69685,4.28395,3.8621499999999997,4.6619399999999995,5.82937,4.649019999999999,4.289459999999998,5.808099999999999,5.450750000000002,5.489310000000001,6.5924200000000015,5.292110000000001,5.62345,8.808510000000002,5.486220000000001,5.69709,6.554620000000001,5.382990000000001,5.446170000000001,5.353059999999999,3.9499200000000005,4.535479999999999,5.40186,4.801739999999999,3.7875799999999993,3.7924700000000002,4.894540000000001,4.901110000000001,4.16308,4.3553999999999995,4.43687
42,3.8977799999999996,4.209639999999999,5.450779999999999,3.92415,3.94495,3.933340000000001,4.16693,4.929559999999999,4.35803,3.9980600000000006,4.973670000000001,5.8004299999999995,6.180949999999999,6.4102,5.8436699999999995,6.099500000000001,9.076360000000003,4.858740000000002,5.62817,6.278380000000002,5.305950000000001,5.4927600000000005,5.77583,4.15212,4.363570000000001,6.3311399999999995,4.368650000000001,4.141649999999999,4.745830000000001,4.512479999999999,5.6334,4.43751
